V1
-311.0975347
-68.47941296
289.72113
-435.7316042
46.89306735
-27.36315411
474.8786947
-367.4061077
-213.3296398
-98.64645823
171.6677836
54.81300959
-203.3301027
594.4188637
213.1496592
84.49765531
98.13519365
-313.3341233
53.82113655
-366.7954176
-19.60043162
327.4777565
-494.8316095
161.923809
97.82987986
-607.852661
269.4608352
370.8670971
-299.0644319
267.3596696
-165.6578146
36.00074813
153.8800037
-31.13943036
98.4921451
206.6664157
-81.10303279
-91.61598631
159.1806266
-330.8214718
-167.8485631
-136.9661905
-456.3270381
399.269583
-285.2666642
-65.57193124
-501.047262
-331.6265162
276.8364812
-36.96608309
